Word,Definition
ended,"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical"
trumpet,a brass musical instrument with a brilliant tone; has a narrow tube and a flared bell and is played by means of valves
lasso,Belgian composer (1532-1594)
horseback,the back of a horse
hunted,pursue for food or sport (as of wild animals)
outlaws,someone who has committed a crime or has been legally convicted of a crime
outlasted,live longer than
projector,an optical device for projecting a beam of light
punishment,the act of punishing
settled,"settle into a position, usually on a surface or ground"
cheap,relatively low in price or charging low prices
restroom,a toilet that is available to the public
capital,assets available for use in the production of further assets
baseball,a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs
griddle,cooking utensil consisting of a flat heated surface (as on top of a stove) on which food is cooked
tommy”—she,unavailable
me—“will,unavailable
food,any substance that can be metabolized by an animal to give energy and build tissue
leading,thin strip of metal used to separate lines of type in printing
warning,a message informing of danger
prestigious,having an illustrious reputation; respected
universities,the body of faculty and students at a university
information,a message received and understood
utopian,an idealistic (but usually impractical) social reformer
society,an extended social group having a distinctive cultural and economic organization
share,assets belonging to or due to or contributed by an individual person or group
abilities,the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment
prevented,keep from happening or arising; make impossible
original,"an original creation (i.e., an audio recording) from which copies can be made"
discussed,to consider or examine in speech or writing
ideals,the idea of something that is perfect; something that one hopes to attain
version,an interpretation of a matter from a particular viewpoint
labor,a social class comprising those who do manual labor or work for wages
millions,the number that is represented as a one followed by 6 zeros
starvation,a state of extreme hunger resulting from lack of essential nutrients over a prolonged period
disease,an impairment of health or a condition of abnormal functioning
strange,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird
act,a legal document codifying the result of deliberations of a committee or society or legislative body
executed,kill as a means of socially sanctioned punishment
flakes,a crystal of snow
concert,a performance of music by players or singers not involving theatrical staging
country,a politically organized body of people under a single government
raise,the amount a salary is increased
moonlight,the light of the Moon
lightly,without good reason
snowing,fall as snow
embarked,go on board
witch,a female sorcerer or magician
hunt,Englishman and Pre-Raphaelite painter (1827-1910)
considered,deem to be
viewpoint,a mental position from which things are viewed
traitor,someone who betrays his country by committing treason
religion,a strong belief in a supernatural power or powers that control human destiny
outlawed,declare illegal; outlaw
activities,any specific behavior
hug,a tight or amorous embrace
leaned,to incline or bend from a vertical position
nightgown,lingerie consisting of a loose dress designed to be worn in bed by women
memories,something that is remembered
comes,the thick white fluid containing spermatozoa that is ejaculated by the male genital tract
paces,the rate of moving (especially walking or running)
apologizing,acknowledge faults or shortcomings or failing
